user_id,date,category,amount,type
User_1,11/14/2024 9:27,Food & Drink,40000,Expense
User_1,11/15/2024 16:44,Transportation,40000,Expense
User_1,11/16/2024 11:19,Transportation,20000,Expense
User_1,11/17/2024 9:39,Food & Drink,20000,Expense
User_1,11/18/2024 9:00,Transportation,50000,Expense
User_1,11/19/2024 8:30,Transportation,40000,Expense
User_1,11/20/2024 8:39,Income,250000,Income
User_1,11/20/2024 13:46,Transportation,40000,Expense
User_1,11/21/2024 14:55,Food & Drink,40000,Expense
User_1,11/22/2024 12:14,Transportation,20000,Expense
User_1,11/23/2024 14:41,Food & Drink,20000,Expense
User_1,11/24/2024 8:48,Food & Drink,40000,Expense
User_1,11/25/2024 8:14,Transportation,20000,Expense
User_1,11/26/2024 13:28,Food & Drink,40000,Expense
User_1,11/27/2024 9:28,Food & Drink,40000,Expense
User_1,11/28/2024 9:18,Income,250000,Income
User_1,11/28/2024 19:40,Food & Drink,20000,Expense
User_2,9/2/2024 6:17,Income,15000,Income
User_2,9/2/2024 9:38,Food & Drink,1000,Expense
User_2,9/2/2024 12:57,Food & Drink,5500,Expense
User_2,9/2/2024 14:45,Transportation,3000,Expense
User_2,9/3/2024 6:42,Income,15000,Income
User_2,9/3/2024 9:35,Food & Drink,3500,Expense
User_2,9/3/2024 12:42,Food & Drink,2000,Expense
User_2,9/3/2024 14:02,Transportation,3000,Expense
User_2,9/4/2024 6:58,Income,15000,Income
User_2,9/4/2024 9:26,Food & Drink,1000,Expense
User_2,9/4/2024 12:09,Food & Drink,2000,Expense
User_2,9/4/2024 14:36,Transportation,3000,Expense
User_2,9/5/2024 6:01,Income,15000,Income
User_2,9/5/2024 9:32,Food & Drink,2500,Expense
User_2,9/5/2024 12:59,Food & Drink,7000,Expense
User_2,9/5/2024 14:07,Transportation,3000,Expense
User_2,9/6/2024 6:23,Income,15000,Income
User_2,9/6/2024 9:47,Food & Drink,3000,Expense
User_2,9/6/2024 12:11,Food & Drink,7000,Expense
User_2,9/6/2024 14:24,Transportation,3000,Expense
User_2,9/7/2024 6:13,Income,15000,Income
User_2,9/7/2024 9:25,Food & Drink,2500,Expense
User_2,9/7/2024 12:16,Food & Drink,5500,Expense
User_2,9/7/2024 14:41,Transportation,3000,Expense
User_2,9/8/2024 9:54,Food & Drink,5000,Expense
User_2,9/8/2024 12:03,Food & Drink,6500,Expense
User_2,9/8/2024 14:20,Transportation,3000,Expense
User_2,9/9/2024 6:19,Income,15000,Income
User_2,9/9/2024 9:26,Food & Drink,2500,Expense
User_2,9/9/2024 12:22,Food & Drink,1000,Expense
User_2,9/9/2024 14:22,Transportation,3000,Expense
User_2,9/10/2024 6:03,Income,15000,Income
User_2,9/10/2024 9:05,Food & Drink,2000,Expense
User_2,9/10/2024 12:40,Food & Drink,9000,Expense
User_2,9/10/2024 14:01,Transportation,3000,Expense
User_2,9/11/2024 6:20,Income,15000,Income
User_2,9/11/2024 9:24,Food & Drink,1500,Expense
User_2,9/11/2024 12:05,Food & Drink,8000,Expense
User_2,9/11/2024 14:40,Transportation,3000,Expense
User_2,9/12/2024 6:44,Income,15000,Income
User_2,9/12/2024 9:01,Food & Drink,500,Expense
User_2,9/12/2024 12:25,Food & Drink,2000,Expense
User_2,9/12/2024 14:34,Transportation,3000,Expense
User_2,9/13/2024 6:16,Income,15000,Income
User_2,9/13/2024 9:06,Food & Drink,500,Expense
User_2,9/13/2024 12:47,Food & Drink,6000,Expense
User_2,9/13/2024 14:41,Transportation,3000,Expense
User_2,9/14/2024 6:23,Income,15000,Income
User_2,9/14/2024 9:39,Food & Drink,1000,Expense
User_2,9/14/2024 12:01,Food & Drink,8500,Expense
User_2,9/14/2024 14:33,Transportation,3000,Expense
User_2,9/15/2024 9:06,Food & Drink,2500,Expense
User_2,9/15/2024 12:34,Food & Drink,9500,Expense
User_2,9/15/2024 14:47,Transportation,3000,Expense
User_2,9/16/2024 6:20,Income,15000,Income
User_2,9/16/2024 9:01,Food & Drink,4000,Expense
User_2,9/16/2024 12:03,Food & Drink,6000,Expense
User_2,9/16/2024 14:09,Transportation,3000,Expense
User_2,9/17/2024 6:05,Income,15000,Income
User_2,9/17/2024 9:15,Food & Drink,3000,Expense
User_2,9/17/2024 12:33,Food & Drink,8500,Expense
User_2,9/17/2024 14:57,Transportation,3000,Expense
User_2,9/18/2024 6:07,Income,15000,Income
User_2,9/18/2024 9:25,Food & Drink,4000,Expense
User_2,9/18/2024 12:08,Food & Drink,1000,Expense
User_2,9/18/2024 14:53,Transportation,3000,Expense
User_2,9/19/2024 6:46,Income,15000,Income
User_2,9/19/2024 9:13,Food & Drink,1500,Expense
User_2,9/19/2024 12:35,Food & Drink,500,Expense
User_2,9/19/2024 14:07,Transportation,3000,Expense
User_2,9/20/2024 6:48,Income,15000,Income
User_2,9/20/2024 9:12,Food & Drink,1000,Expense
User_2,9/20/2024 12:18,Food & Drink,5500,Expense
User_2,9/20/2024 14:15,Transportation,3000,Expense
User_2,9/21/2024 6:47,Income,15000,Income
User_2,9/21/2024 9:27,Food & Drink,2000,Expense
User_2,9/21/2024 12:57,Food & Drink,4000,Expense
User_2,9/21/2024 14:29,Transportation,3000,Expense
User_2,9/23/2024 6:00,Income,15000,Income
User_2,9/23/2024 9:57,Food & Drink,4000,Expense
User_2,9/23/2024 12:13,Food & Drink,1500,Expense
User_2,9/23/2024 14:40,Transportation,3000,Expense
User_2,9/24/2024 6:53,Income,15000,Income
User_2,9/24/2024 9:55,Food & Drink,3000,Expense
User_2,9/24/2024 12:36,Food & Drink,8000,Expense
User_2,9/24/2024 14:27,Transportation,3000,Expense
User_2,9/25/2024 6:00,Income,15000,Income
User_2,9/25/2024 9:59,Food & Drink,2000,Expense
User_2,9/25/2024 12:39,Food & Drink,5500,Expense
User_2,9/25/2024 14:48,Transportation,3000,Expense
User_2,9/26/2024 6:58,Income,15000,Income
User_2,9/26/2024 9:21,Food & Drink,1000,Expense
User_2,9/26/2024 12:16,Food & Drink,10000,Expense
User_2,9/26/2024 14:21,Transportation,3000,Expense
User_2,9/27/2024 6:41,Income,15000,Income
User_2,9/27/2024 9:01,Food & Drink,4000,Expense
User_2,9/27/2024 12:53,Food & Drink,5000,Expense
User_2,9/27/2024 14:26,Transportation,3000,Expense
User_2,9/28/2024 6:52,Income,15000,Income
User_2,9/28/2024 9:34,Food & Drink,2500,Expense
User_2,9/28/2024 12:30,Food & Drink,7500,Expense
User_2,9/28/2024 14:02,Transportation,3000,Expense
User_2,9/30/2024 6:43,Income,15000,Income
User_2,9/30/2024 9:30,Food & Drink,4500,Expense
User_2,9/30/2024 12:02,Food & Drink,2500,Expense
User_2,9/30/2024 14:03,Transportation,3000,Expense
User_2,10/1/2024 6:32,Income,15000,Income
User_2,10/1/2024 9:59,Food & Drink,2500,Expense
User_2,10/1/2024 12:01,Food & Drink,2000,Expense
User_2,10/1/2024 14:59,Transportation,3000,Expense
User_2,10/2/2024 6:12,Income,15000,Income
User_2,10/2/2024 9:23,Food & Drink,500,Expense
User_2,10/2/2024 12:46,Food & Drink,5500,Expense
User_2,10/2/2024 14:17,Transportation,3000,Expense
User_2,10/3/2024 6:42,Income,15000,Income
User_2,10/3/2024 9:53,Food & Drink,2500,Expense
User_2,10/3/2024 12:01,Food & Drink,3500,Expense
User_2,10/3/2024 14:30,Transportation,3000,Expense
User_2,10/4/2024 6:22,Income,15000,Income
User_2,10/4/2024 9:37,Food & Drink,2500,Expense
User_2,10/4/2024 12:36,Food & Drink,9500,Expense
User_2,10/4/2024 14:06,Transportation,3000,Expense
User_2,10/5/2024 6:43,Income,15000,Income
User_2,10/5/2024 9:34,Food & Drink,2500,Expense
User_2,10/5/2024 12:34,Food & Drink,4500,Expense
User_2,10/5/2024 14:21,Transportation,3000,Expense
User_2,10/6/2024 9:07,Food & Drink,4000,Expense
User_2,10/6/2024 12:09,Food & Drink,1000,Expense
User_2,10/6/2024 14:48,Transportation,3000,Expense
User_2,10/7/2024 6:01,Income,15000,Income
User_2,10/7/2024 9:13,Food & Drink,1000,Expense
User_2,10/7/2024 12:28,Food & Drink,5500,Expense
User_2,10/7/2024 14:53,Transportation,3000,Expense
User_2,10/8/2024 6:30,Income,15000,Income
User_2,10/8/2024 9:55,Food & Drink,3000,Expense
User_2,10/8/2024 12:09,Food & Drink,1500,Expense
User_2,10/8/2024 14:34,Transportation,3000,Expense
User_2,10/9/2024 6:21,Income,15000,Income
User_2,10/9/2024 9:33,Food & Drink,4000,Expense
User_2,10/9/2024 12:19,Food & Drink,2500,Expense
User_2,10/9/2024 14:03,Transportation,3000,Expense
User_2,10/10/2024 6:38,Income,15000,Income
User_2,10/10/2024 9:31,Food & Drink,3000,Expense
User_2,10/10/2024 12:08,Food & Drink,8000,Expense
User_2,10/10/2024 14:43,Transportation,3000,Expense
User_2,10/11/2024 6:37,Income,15000,Income
User_2,10/11/2024 9:10,Food & Drink,1500,Expense
User_2,10/11/2024 12:02,Food & Drink,1000,Expense
User_2,10/11/2024 14:10,Transportation,3000,Expense
User_2,10/12/2024 6:03,Income,15000,Income
User_2,10/12/2024 9:00,Food & Drink,2000,Expense
User_2,10/12/2024 12:08,Food & Drink,6500,Expense
User_2,10/12/2024 14:41,Transportation,3000,Expense
User_2,10/14/2024 6:20,Income,15000,Income
User_2,10/14/2024 9:28,Food & Drink,3500,Expense
User_2,10/14/2024 12:39,Food & Drink,7000,Expense
User_2,10/14/2024 14:38,Transportation,3000,Expense
User_2,10/15/2024 6:15,Income,15000,Income
User_2,10/15/2024 9:37,Food & Drink,4500,Expense
User_2,10/15/2024 12:35,Food & Drink,4000,Expense
User_2,10/15/2024 14:44,Transportation,3000,Expense
User_2,10/16/2024 6:17,Income,15000,Income
User_2,10/16/2024 9:50,Food & Drink,4000,Expense
User_2,10/16/2024 12:46,Food & Drink,1500,Expense
User_2,10/16/2024 14:14,Transportation,3000,Expense
User_2,10/17/2024 6:39,Income,15000,Income
User_2,10/17/2024 9:31,Food & Drink,4500,Expense
User_2,10/17/2024 12:19,Food & Drink,5000,Expense
User_2,10/17/2024 14:53,Transportation,3000,Expense
User_2,10/18/2024 6:16,Income,15000,Income
User_2,10/18/2024 9:12,Food & Drink,500,Expense
User_2,10/18/2024 12:32,Food & Drink,6500,Expense
User_2,10/18/2024 14:11,Transportation,3000,Expense
User_2,10/19/2024 6:19,Income,15000,Income
User_2,10/19/2024 9:27,Food & Drink,2000,Expense
User_2,10/19/2024 12:15,Food & Drink,2500,Expense
User_2,10/19/2024 14:23,Transportation,3000,Expense
User_2,10/20/2024 9:14,Food & Drink,1000,Expense
User_2,10/20/2024 12:07,Food & Drink,6000,Expense
User_2,10/20/2024 14:41,Transportation,3000,Expense
User_2,10/21/2024 6:52,Income,15000,Income
User_2,10/21/2024 9:28,Food & Drink,3000,Expense
User_2,10/21/2024 12:29,Food & Drink,1000,Expense
User_2,10/21/2024 14:58,Transportation,3000,Expense
User_2,10/22/2024 6:43,Income,15000,Income
User_2,10/22/2024 9:25,Food & Drink,3500,Expense
User_2,10/22/2024 12:16,Food & Drink,5500,Expense
User_2,10/22/2024 14:38,Transportation,3000,Expense
User_2,10/23/2024 6:39,Income,15000,Income
User_2,10/23/2024 9:42,Food & Drink,3000,Expense
User_2,10/23/2024 12:12,Food & Drink,4000,Expense
User_2,10/23/2024 14:07,Transportation,3000,Expense
User_2,10/24/2024 6:30,Income,15000,Income
User_2,10/24/2024 9:43,Food & Drink,1000,Expense
User_2,10/24/2024 12:14,Food & Drink,5000,Expense
User_2,10/24/2024 14:57,Transportation,3000,Expense
User_2,10/25/2024 6:25,Income,15000,Income
User_2,10/25/2024 9:33,Food & Drink,3000,Expense
User_2,10/25/2024 12:08,Food & Drink,5000,Expense
User_2,10/25/2024 14:09,Transportation,3000,Expense
User_2,10/26/2024 6:29,Income,15000,Income
User_2,10/26/2024 9:20,Food & Drink,1500,Expense
User_2,10/26/2024 12:18,Food & Drink,6500,Expense
User_2,10/26/2024 14:21,Transportation,3000,Expense
User_2,10/27/2024 9:43,Food & Drink,2000,Expense
User_2,10/27/2024 12:58,Food & Drink,1500,Expense
User_2,10/27/2024 14:04,Transportation,3000,Expense
User_2,10/28/2024 6:28,Income,15000,Income
User_2,10/28/2024 9:16,Food & Drink,1000,Expense
User_2,10/28/2024 12:58,Food & Drink,2500,Expense
User_2,10/28/2024 14:39,Transportation,3000,Expense
User_2,10/29/2024 6:54,Income,15000,Income
User_2,10/29/2024 9:33,Food & Drink,4000,Expense
User_2,10/29/2024 12:21,Food & Drink,5000,Expense
User_2,10/29/2024 14:42,Transportation,3000,Expense
User_2,10/30/2024 6:41,Income,15000,Income
User_2,10/30/2024 9:06,Food & Drink,2500,Expense
User_2,10/30/2024 12:42,Food & Drink,500,Expense
User_2,10/30/2024 14:26,Transportation,3000,Expense
User_2,10/31/2024 6:27,Income,15000,Income
User_2,10/31/2024 9:14,Food & Drink,500,Expense
User_2,10/31/2024 12:27,Food & Drink,3000,Expense
User_2,10/31/2024 14:00,Transportation,3000,Expense
User_2,11/1/2024 6:05,Income,15000,Income
User_2,11/1/2024 9:02,Food & Drink,2500,Expense
User_2,11/1/2024 12:34,Food & Drink,4000,Expense
User_2,11/1/2024 14:36,Transportation,3000,Expense
User_2,11/2/2024 6:54,Income,15000,Income
User_2,11/2/2024 9:39,Food & Drink,500,Expense
User_2,11/2/2024 12:41,Food & Drink,2000,Expense
User_2,11/2/2024 14:00,Transportation,3000,Expense
User_2,11/3/2024 9:24,Food & Drink,4500,Expense
User_2,11/3/2024 12:16,Food & Drink,1500,Expense
User_2,11/3/2024 14:49,Transportation,3000,Expense
User_2,11/4/2024 6:06,Income,15000,Income
User_2,11/4/2024 9:23,Food & Drink,4000,Expense
User_2,11/4/2024 12:37,Food & Drink,4500,Expense
User_2,11/4/2024 14:15,Transportation,3000,Expense
User_2,11/5/2024 6:19,Income,15000,Income
User_2,11/5/2024 9:27,Food & Drink,3000,Expense
User_2,11/5/2024 12:33,Food & Drink,8000,Expense
User_2,11/5/2024 14:26,Transportation,3000,Expense
User_2,11/6/2024 6:34,Income,15000,Income
User_2,11/6/2024 9:27,Food & Drink,4000,Expense
User_2,11/6/2024 12:28,Food & Drink,2500,Expense
User_2,11/6/2024 14:32,Transportation,3000,Expense
User_2,11/7/2024 6:06,Income,15000,Income
User_2,11/7/2024 9:20,Food & Drink,4500,Expense
User_2,11/7/2024 12:54,Food & Drink,5000,Expense
User_2,11/7/2024 14:04,Transportation,3000,Expense
User_2,11/8/2024 6:03,Income,15000,Income
User_2,11/8/2024 9:10,Food & Drink,3500,Expense
User_2,11/8/2024 12:38,Food & Drink,5500,Expense
User_2,11/8/2024 14:48,Transportation,3000,Expense
User_2,11/9/2024 6:36,Income,15000,Income
User_2,11/9/2024 9:16,Food & Drink,2500,Expense
User_2,11/9/2024 12:55,Food & Drink,1500,Expense
User_2,11/9/2024 14:33,Transportation,3000,Expense
User_2,11/11/2024 6:04,Income,15000,Income
User_2,11/11/2024 9:55,Food & Drink,1500,Expense
User_2,11/11/2024 12:02,Food & Drink,5000,Expense
User_2,11/11/2024 14:47,Transportation,3000,Expense
User_2,11/12/2024 6:25,Income,15000,Income
User_2,11/12/2024 9:02,Food & Drink,4500,Expense
User_2,11/12/2024 12:10,Food & Drink,1000,Expense
User_2,11/12/2024 14:56,Transportation,3000,Expense
User_2,11/13/2024 6:58,Income,15000,Income
User_2,11/13/2024 9:42,Food & Drink,2000,Expense
User_2,11/13/2024 12:27,Food & Drink,6000,Expense
User_2,11/13/2024 14:20,Transportation,3000,Expense
User_2,11/14/2024 6:59,Income,15000,Income
User_2,11/14/2024 9:39,Food & Drink,1000,Expense
User_2,11/14/2024 12:50,Food & Drink,8500,Expense
User_2,11/14/2024 14:14,Transportation,3000,Expense
User_2,11/15/2024 6:51,Income,15000,Income
User_2,11/15/2024 9:42,Food & Drink,2000,Expense
User_2,11/15/2024 12:50,Food & Drink,2500,Expense
User_2,11/15/2024 14:45,Transportation,3000,Expense
User_2,11/16/2024 6:04,Income,15000,Income
User_2,11/16/2024 9:58,Food & Drink,4500,Expense
User_2,11/16/2024 12:48,Food & Drink,500,Expense
User_2,11/16/2024 14:30,Transportation,3000,Expense
User_2,11/18/2024 6:03,Income,15000,Income
User_2,11/18/2024 9:46,Food & Drink,1000,Expense
User_2,11/18/2024 12:05,Food & Drink,1500,Expense
User_2,11/18/2024 14:23,Transportation,3000,Expense
User_2,11/19/2024 6:32,Income,15000,Income
User_2,11/19/2024 9:39,Food & Drink,500,Expense
User_2,11/19/2024 12:19,Food & Drink,5500,Expense
User_2,11/19/2024 14:42,Transportation,3000,Expense
User_2,11/20/2024 6:28,Income,15000,Income
User_2,11/20/2024 9:24,Food & Drink,500,Expense
User_2,11/20/2024 12:08,Food & Drink,7500,Expense
User_2,11/20/2024 14:10,Transportation,3000,Expense
User_2,11/21/2024 6:22,Income,15000,Income
User_2,11/21/2024 9:18,Food & Drink,2500,Expense
User_2,11/21/2024 12:55,Food & Drink,2500,Expense
User_2,11/21/2024 14:06,Transportation,3000,Expense
User_2,11/22/2024 6:13,Income,15000,Income
User_2,11/22/2024 9:15,Food & Drink,2000,Expense
User_2,11/22/2024 12:39,Food & Drink,8500,Expense
User_2,11/22/2024 14:55,Transportation,3000,Expense
User_2,11/23/2024 6:55,Income,15000,Income
User_2,11/23/2024 9:46,Food & Drink,4000,Expense
User_2,11/23/2024 12:08,Food & Drink,6500,Expense
User_2,11/23/2024 14:40,Transportation,3000,Expense
User_2,11/25/2024 6:51,Income,15000,Income
User_2,11/25/2024 9:25,Food & Drink,3500,Expense
User_2,11/25/2024 12:12,Food & Drink,3500,Expense
User_2,11/25/2024 14:04,Transportation,3000,Expense
User_2,11/26/2024 6:32,Income,15000,Income
User_2,11/26/2024 9:11,Food & Drink,4500,Expense
User_2,11/26/2024 12:34,Food & Drink,2000,Expense
User_2,11/26/2024 14:15,Transportation,3000,Expense
User_2,11/27/2024 6:09,Income,15000,Income
User_2,11/27/2024 9:01,Food & Drink,3500,Expense
User_2,11/27/2024 12:05,Food & Drink,4000,Expense
User_2,11/27/2024 14:50,Transportation,3000,Expense
User_2,11/28/2024 6:27,Income,15000,Income
User_2,11/28/2024 9:58,Food & Drink,2000,Expense
User_2,11/28/2024 12:27,Food & Drink,9500,Expense
User_2,11/28/2024 14:19,Transportation,3000,Expense
User_2,11/29/2024 6:08,Income,15000,Income
User_2,11/29/2024 9:49,Food & Drink,3000,Expense
User_2,11/29/2024 12:07,Food & Drink,7000,Expense
User_2,11/29/2024 14:51,Transportation,3000,Expense
User_2,11/30/2024 6:22,Income,15000,Income
User_2,11/30/2024 9:11,Food & Drink,3000,Expense
User_2,11/30/2024 12:38,Food & Drink,3000,Expense
User_2,11/30/2024 14:29,Transportation,3000,Expense
User_3,9/1/2024 0:00,Income,5800000,Income
User_3,9/1/2024 18:55,Vehicle,30000,Expense
User_3,9/1/2024 23:52,Others,43000,Expense
User_3,9/2/2024 0:00,Health,200000,Expense
User_3,9/2/2024 6:41,Entertainment,49000,Expense
User_3,9/3/2024 15:43,Others,37000,Expense
User_3,9/4/2024 14:17,Food & Drink,45500,Expense
User_3,9/5/2024 15:59,Others,47500,Expense
User_3,9/6/2024 11:04,Vehicle,30000,Expense
User_3,9/6/2024 21:14,Others,41000,Expense
User_3,9/7/2024 0:00,Food & Drink,899500,Expense
User_3,9/7/2024 8:14,Others,43500,Expense
User_3,9/8/2024 15:14,Others,41500,Expense
User_3,9/9/2024 21:06,Food & Drink,34000,Expense
User_3,9/10/2024 21:26,Entertainment,48000,Expense
User_3,9/11/2024 0:00,Food & Drink,60000,Expense
User_3,9/11/2024 7:08,Vehicle,30000,Expense
User_3,9/11/2024 9:54,Others,32000,Expense
User_3,9/12/2024 7:11,Others,41500,Expense
User_3,9/13/2024 0:00,Food & Drink,793500,Expense
User_3,9/13/2024 6:58,Others,36000,Expense
User_3,9/14/2024 10:00,Others,41000,Expense
User_3,9/15/2024 13:27,Others,33000,Expense
User_3,9/16/2024 8:44,Food & Drink,42000,Expense
User_3,9/17/2024 18:53,Others,44500,Expense
User_3,9/18/2024 8:49,Others,34500,Expense
User_3,9/18/2024 13:48,Vehicle,30000,Expense
User_3,9/19/2024 19:38,Others,41000,Expense
User_3,9/20/2024 22:01,Others,44500,Expense
User_3,9/21/2024 0:00,Food & Drink,751500,Expense
User_3,9/21/2024 19:43,Others,40500,Expense
User_3,9/22/2024 0:00,Food & Drink,765000,Expense
User_3,9/22/2024 10:18,Others,37500,Expense
User_3,9/23/2024 0:00,Food & Drink,41000,Expense
User_3,9/23/2024 11:04,Others,30500,Expense
User_3,9/24/2024 11:21,Vehicle,30000,Expense
User_3,9/24/2024 17:52,Others,45000,Expense
User_3,9/25/2024 12:44,Others,42000,Expense
User_3,9/26/2024 9:54,Others,35000,Expense
User_3,9/27/2024 21:40,Others,39000,Expense
User_3,9/28/2024 22:51,Others,34500,Expense
User_3,9/29/2024 19:39,Others,42000,Expense
User_3,9/30/2024 8:14,Others,33500,Expense
User_3,10/1/2024 0:00,Income,5800000,Income
User_3,10/1/2024 9:27,Vehicle,30000,Expense
User_3,10/1/2024 15:00,Others,33500,Expense
User_3,10/2/2024 0:00,Food & Drink,844000,Expense
User_3,10/2/2024 0:00,Food & Drink,200000,Expense
User_3,10/2/2024 19:12,Others,32000,Expense
User_3,10/3/2024 7:29,Others,37500,Expense
User_3,10/4/2024 0:00,Food & Drink,70000,Expense
User_3,10/4/2024 23:07,Others,34000,Expense
User_3,10/5/2024 11:16,Others,44500,Expense
User_3,10/6/2024 21:57,Others,39500,Expense
User_3,10/7/2024 10:03,Others,42500,Expense
User_3,10/8/2024 15:40,Vehicle,30000,Expense
User_3,10/8/2024 17:13,Others,39000,Expense
User_3,10/9/2024 13:28,Others,35000,Expense
User_3,10/10/2024 12:22,Others,42000,Expense
User_3,10/11/2024 19:00,Others,43000,Expense
User_3,10/12/2024 6:18,Others,31000,Expense
User_3,10/13/2024 0:00,Food & Drink,713000,Expense
User_3,10/13/2024 22:37,Vehicle,30000,Expense
User_3,10/13/2024 23:33,Others,38500,Expense
User_3,10/14/2024 14:30,Others,34000,Expense
User_3,10/15/2024 14:27,Others,47000,Expense
User_3,10/16/2024 0:00,Food & Drink,833500,Expense
User_3,10/16/2024 0:00,Food & Drink,69000,Expense
User_3,10/16/2024 12:00,Others,32000,Expense
User_3,10/17/2024 23:34,Others,30000,Expense
User_3,10/18/2024 13:21,Others,41000,Expense
User_3,10/18/2024 17:06,Vehicle,30000,Expense
User_3,10/19/2024 0:00,Food & Drink,49500,Expense
User_3,10/19/2024 9:47,Others,37000,Expense
User_3,10/20/2024 19:51,Others,34000,Expense
User_3,10/21/2024 21:40,Others,41500,Expense
User_3,10/22/2024 22:29,Others,40000,Expense
User_3,10/23/2024 21:48,Vehicle,30000,Expense
User_3,10/23/2024 23:59,Others,32000,Expense
User_3,10/24/2024 16:47,Others,34500,Expense
User_3,10/25/2024 11:00,Others,36500,Expense
User_3,10/26/2024 0:00,Food & Drink,757500,Expense
